mlb_id,mlb_name,mlb_pos,mlb_team,mlb_team_long,bats,throws,birth_date,bp_id,bref_id,bref_name,cbs_id,cbs_name,cbs_pos,espn_id,espn_name,espn_pos,fg_id,fg_name,fg_pos,lahman_id,nfbc_id,nfbc_name,nfbc_pos,retro_id,retro_name,debut,yahoo_id,yahoo_name,ottoneu_id,ottoneu_name,ottoneu_pos,rotowire_id,rotowire_name,rotowire_pos
592091,A.J. Achter,P,LAA,Los Angeles Angels,R,R,1988-08-27,66919,achteaj01,A.J. Achter,2146207,A.J. Achter,RP,33637,A.J. Achter,RP,11387,A.J. Achter,P,achteaj01,9824,A.J. Achter,P,achta001,A.J. Achter,2014-09-03,9824,A.J. Achter,18093,A.J. Achter,RP,,,
595918,A.J. Cole,P,TOR,Toronto Blue Jays,R,R,1992-01-05,68086,coleaj01,A.J. Cole,1839916,A.J. Cole,RP,31595,A.J. Cole,RP,11467,A.J. Cole,P,coleaj01,9638,A.J. Cole,P,colea002,A.J. Cole,2015-04-28,9638,A.J. Cole,14940,A.J. Cole,RP,11446,A.J. Cole,P
454560,A.J. Ellis,C,SD,San Diego Padres,R,R,1981-04-09,47564,ellisaj01,A.J. Ellis,1104367,A.J. Ellis,C,29258,A.J. Ellis,C,5677,A.J. Ellis,C,ellisaj01,8373,A.J. Ellis,C,ellia001,A.J. Ellis,2008-09-15,8373,A.J. Ellis,1543,A.J. Ellis,Util,9242,A.J. Ellis,C
456167,A.J. Griffin,P,TEX,Texas Rangers,R,R,1988-01-28,65757,griffaj01,A.J. Griffin,1974327,A.J. Griffin,SP,32559,A.J. Griffin,SP,11132,A.J. Griffin,P,griffaj01,9220,A.J. Griffin,P,grifa002,A.J. Griffin,2012-06-24,9220,A.J. Griffin,13764,A.J. Griffin,RP,12410,A.J. Griffin,P
543362,A.J. Jimenez,C,TEX,Texas Rangers,R,R,1990-05-01,58320,jimenaj01,A.J. Jimenez,1798970,A.J. Jimenez,C,31050,A.J. Jimenez,C,7077,A.J. Jimenez,C,jimenaj01,10813,A.J. Jimenez,C,jimea001,A.J. Jimenez,2017-09-06,,,17777,A.J. Jimenez,Util,12071,A.J. Jimenez,C
621345,A.J. Minter,P,ATL,Atlanta Braves,L,L,1993-09-02,108235,minteaj01,A.J. Minter,2449982,A.J. Minter,RP,36133,A.J. Minter,RP,18655,A.J. Minter,P,minteaj01,10794,A.J. Minter,P,minta001,A.J. Minter,2017-08-23,10794,A.J. Minter,23679,A.J. Minter,RP,13889,A.J. Minter,P
571963,A.J. Morris,P,CIN,Cincinnati Reds,R,R,1986-12-01,60630,morriaj01,A.J. Morris,2119768,A.J. Morris,RP,31602,A.J. Morris,RP,9919,A.J. Morris,P,morriaj01,10301,A.J. Morris,P,morra002,A.J. Morris,2016-05-24,10301,A.J. Morris,12432,A.J. Morris,RP,11065,A.J. Morris,P
640462,A.J. Puk,P,OAK,Oakland Athletics,L,L,1995-04-25,109027,pukaj01,A.J. Puk,2250620,A.J. Puk,RP,36201,A.J. Puk,SP,19343,A.J. Puk,P,,10548,A.J. Puk,P,,,2019-08-21,,,23660,A.J. Puk,SP/RP,13011,,
519263,A.J. Schugel,P,PIT,Pittsburgh Pirates,R,R,1989-06-27,65910,schugaj01,A.J. Schugel,1953535,A.J. Schugel,RP,32202,A.J. Schugel,RP,11432,A.J. Schugel,P,schugaj01,9927,A.J. Schugel,P,schua001,A.J. Schugel,2015-04-12,9927,A.J. Schugel,13794,A.J. Schugel,RP,12445,A.J. Schugel,P
571437,Aaron Altherr,CF,NYM,New York Mets,R,R,1991-01-14,59584,altheaa01,Aaron Altherr,2107840,Aaron Altherr,LF,31738,Aaron Altherr,RF,11270,Aaron Altherr,OF,altheaa01,9734,Aaron Altherr,RF,altha001,Aaron Altherr,2014-06-16,9734,Aaron Altherr,12359,Aaron Altherr,OF,11376,Aaron Altherr,OF
502578,Aaron Barrett,P,WSH,Washington Nationals,R,R,1988-01-02,65829,barreaa01,Aaron Barrett,2052550,Aaron Barrett,RP,33005,Aaron Barrett,RP,11243,Aaron Barrett,P,barreaa01,9650,Aaron Barrett,P,barra001,Aaron Barrett,2014-03-31,9650,Aaron Barrett,13631,Aaron Barrett,RP,11603,Aaron Barrett,P
594760,Aaron Blair,P,ATL,Atlanta Braves,R,R,1992-05-26,68746,blairaa01,Aaron Blair,2066705,Aaron Blair,SP,33186,Aaron Blair,SP,14934,Aaron Blair,P,blairaa01,9852,Aaron Blair,P,blaia001,Aaron Blair,2016-04-24,9852,Aaron Blair,18428,Aaron Blair,RP,12970,Aaron Blair,P
677570,Aaron Bracho,SS,CLE,Cleveland Indians,S,R,2001-04-24,,,,,,,,,,,,,,,,,,,2222-02-02,,,,,,,,
605156,Aaron Brooks,P,BAL,Baltimore Orioles,R,R,1990-04-27,69523,brookaa01,Aaron Brooks,2113510,Aaron Brooks,SP,33124,Aaron Brooks,SP,12272,Aaron Brooks,P,brookaa01,9668,Aaron Brooks,P,brooa001,Aaron Brooks,2014-05-03,9668,Aaron Brooks,18519,Aaron Brooks,SP/RP,13292,Aaron Brooks,P
607481,Aaron Bummer,P,CWS,Chicago White Sox,L,L,1993-09-21,71057,bummeaa01,Aaron Bummer,2637180,Aaron Bummer,RP,36131,Aaron Bummer,RP,16258,Aaron Bummer,P,bummeaa01,10773,Aaron Bummer,P,bumma001,Aaron Bummer,2017-07-27,10773,Aaron Bummer,29222,Aaron Bummer,RP,15148,Aaron Bummer,P
650644,Aaron Civale,P,CLE,Cleveland Indians,R,R,1995-06-12,107636,civalaa01,Aaron Civale,2507332,Aaron Civale,SP,40934,Aaron Civale,SP,19479,Aaron Civale,P,,10869,Aaron Civale,P,,,2019-06-22,,,31750,Aaron Civale,SP,14366,,
543070,Aaron Crow,P,MIA,Miami Marlins,R,R,1986-11-10,61058,crowaa01,Aaron Crow,1707904,Aaron Crow,RP,30495,Aaron Crow,RP,10149,Aaron Crow,P,crowaa01,8662,Aaron Crow,P,crowa001,Aaron Crow,2011-03-31,8662,Aaron Crow,8689,Aaron Crow,RP,10349,Aaron Crow,P
488811,Aaron Cunningham,OF,CHC,Chicago Cubs,R,R,1986-04-24,49302,cunniaa01,Aaron Cunningham,1208650,Aaron Cunningham,LF,28969,Aaron Cunningham,LF,4087,Aaron Cunningham,OF,cunniaa01,8186,Aaron Cunningham,OF,cunna001,Aaron Cunningham,2008-08-31,8186,Aaron Cunningham,1935,Aaron Cunningham,Util,,,
667465,Aaron Fletcher,P,SEA,Seattle Mariners,L,L,1996-02-25,,,,,,,,,,,,,,,,,,,2222-02-02,,,,,,,,
543305,Aaron Hicks,CF,NYY,New York Yankees,S,R,1989-10-02,57967,hicksaa01,Aaron Hicks,1669559,Aaron Hicks,CF,31253,Aaron Hicks,CF,5297,Aaron Hicks,OF,hicksaa01,9325,Aaron Hicks,CF,hicka001,Aaron Hicks,2013-04-01,9325,Aaron Hicks,5770,Aaron Hicks,OF,10470,Aaron Hicks,OF
592450,Aaron Judge,RF,NYY,New York Yankees,R,R,1992-04-26,68603,judgeaa01,Aaron Judge,2071264,Aaron Judge,RF,33192,Aaron Judge,RF,15640,Aaron Judge,OF,judgeaa01,9877,Aaron Judge,RF,judga001,Aaron Judge,2016-08-13,9877,Aaron Judge,18312,Aaron Judge,OF,12959,Aaron Judge,OF
444836,Aaron Laffey,P,ARI,Arizona Diamondbacks,L,L,1985-04-15,46279,laffeaa01,Aaron Laffey,1200054,Aaron Laffey,RP,28835,Aaron Laffey,SP,6248,Aaron Laffey,P,laffeaa01,8075,Aaron Laffey,P,laffa001,Aaron Laffey,2007-08-04,8075,Aaron Laffey,3464,Aaron Laffey,RP,7693,Aaron Laffey,P
571901,Aaron Loup,P,TB,Tampa Bay Rays,L,L,1987-12-19,60619,loupaa01,Aaron Loup,1960798,Aaron Loup,RP,32397,Aaron Loup,RP,10343,Aaron Loup,P,loupaa01,9236,Aaron Loup,P,loupa001,Aaron Loup,2012-07-14,9236,Aaron Loup,6008,Aaron Loup,RP,12617,Aaron Loup,P
605400,Aaron Nola,P,PHI,Philadelphia Phillies,R,R,1993-06-04,70943,nolaaa01,Aaron Nola,2133925,Aaron Nola,SP,33709,Aaron Nola,SP,16149,Aaron Nola,P,nolaaa01,9882,Aaron Nola,P,nolaa001,Aaron Nola,2015-07-21,9882,Aaron Nola,18357,Aaron Nola,SP,13359,Aaron Nola,P
573062,Aaron Northcraft,P,MIA,Miami Marlins,R,R,1990-05-28,,,,,,,,,,,,,,,,,,,2222-02-02,,,,,,,,
519145,Aaron Poreda,P,TEX,Texas Rangers,L,L,1986-10-01,57147,poredaa01,Aaron Poreda,1629160,Aaron Poreda,SP,30009,Aaron Poreda,RP,4313,Aaron Poreda,P,poredaa01,8391,Aaron Poreda,P,porea001,Aaron Poreda,2009-06-12,8391,Aaron Poreda,7746,Aaron Poreda,RP,9786,Aaron Poreda,P
592717,Aaron Sanchez,P,HOU,Houston Astros,R,R,1992-07-01,67107,sanchaa01,Aaron Sanchez,1757987,Aaron Sanchez,SP,31254,Aaron Sanchez,SP,11490,Aaron Sanchez,P,sanchaa01,9635,Aaron Sanchez,P,sanca006,Aaron Sanchez,2014-07-23,9635,Aaron Sanchez,14401,Aaron Sanchez,SP,11452,Aaron Sanchez,P
668845,Aaron Schunk,3B,COL,Colorado Rockies,R,R,1997-07-24,,,,,,,,,,,,,,11758,Aaron Schunk,3B,,,2222-02-02,,,,,,,,
663336,Aaron Shortridge,P,PIT,Pittsburgh Pirates,R,R,1997-05-29,,,,,,,,,,,,,,,,,,,2222-02-02,,,,,,,,
642083,Aaron Slegers,P,TB,Tampa Bay Rays,R,R,1992-09-04,102744,slegeaa01,Aaron Slegers,2592846,Aaron Slegers,RP,36179,Aaron Slegers,SP,15231,Aaron Slegers,P,slegeaa01,10788,Aaron Slegers,P,slega001,Aaron Slegers,2017-08-17,10788,Aaron Slegers,19332,Aaron Slegers,SP/RP,14656,Aaron Slegers,P
457744,Aaron Thompson,P,MIN,Minnesota Twins,L,L,1987-02-28,49018,thompaa01,Aaron Thompson,1199460,Aaron Thompson,RP,29775,Aaron Thompson,RP,999,Aaron Thompson,,thompaa01,9025,Aaron Thompson,P,thoma003,Aaron Thompson,2011-08-24,9025,Aaron Thompson,2054,Aaron Thompson,RP,8667,Aaron Thompson,P
664334,Aaron Whitefield,CF,MIN,Minnesota Twins,R,R,1996-09-02,,whiteaa01,Aaron Whitefield,2826613,Aaron Whitefield,CF,41064,Aaron Whitefield,CF,,,,,,,,,,2020-07-25,,,,,,,,
658792,Aaron Wilkerson,P,MIL,Milwaukee Brewers,R,R,1989-05-24,105362,wilkeaa01,Aaron Wilkerson,2245943,Aaron Wilkerson,RP,36001,Aaron Wilkerson,RP,16904,Aaron Wilkerson,P,wilkeaa01,10832,Aaron Wilkerson,P,wilka003,Aaron Wilkerson,2017-09-15,10832,Aaron Wilkerson,21883,Aaron Wilkerson,SP/RP,14229,Aaron Wilkerson,P
593582,Abel De Los Santos,P,LAA,Los Angeles Angels,R,R,1992-11-21,67361,delosab01,Abel De Los Santos,2179143,Abel De Los Santos,RP,34823,Abel De Los Santos,RP,12962,Abel De Los Santos,P,delosab01,10028,Abel De los Santos,P,deloa001,Abel de los Santos,2015-07-21,10028,Abel De los Santos,13274,Abel De Los Santos,RP,13698,Abel De Los Santos,P
623214,Abiatal Avelino,SS,SF,San Francisco Giants,R,R,1995-02-14,101289,aveliab01,Abiatal Avelino,2226306,Abiatal Avelino,LF,35188,Abiatal Avelino,2B,15496,Abiatal Avelino,2B/SS,aveliab01,11160,Abiatal Avelino,SS,avela001,Abiatal Avelino,2018-09-08,11160,Abiatal Avelino,30388,Abiatal Avelino,SS,14455,,
501659,Abraham Almonte,RF,SD,San Diego Padres,S,R,1989-06-27,50910,almonab01,Abraham Almonte,1813191,Abraham Almonte,RF,31474,Abraham Almonte,CF,5486,Abraham Almonte,OF,almonab01,9506,Abraham Almonte,CF,almoa001,Abraham Almonte,2013-08-30,9506,Abraham Almonte,4422,Abraham Almonte,OF,12414,Abraham Almonte,OF
647351,Abraham Toro,3B,HOU,Houston Astros,S,R,1996-12-20,109090,toroab01,Abraham Toro,2921390,Abraham Toro-Hernandez,DH,40754,Abraham Toro,3B,19844,Abraham Toro,3B,,11642,Abraham Toro,3B,,,2019-08-22,,,32630,Abraham Toro,3B,15040,,
606167,Adalberto Mejia,P,CWS,Chicago White Sox,R,L,1993-06-20,69644,mejiaad01,Adalberto Mejia,2117045,Adalberto Mejia,RP,33198,Adalberto Mejia,RP,13188,Adalberto Mejia,P,mejiaad01,9891,Adalberto Mejia,P,mejia001,Adalberto Mejia,2016-08-20,9891,Adalberto Mej�a,23638,Adalberto Mejia,SP/RP,12728,Adalberto Mejia,P
609275,Adalberto Mondesi,SS,KC,Kansas City Royals,S,R,1995-07-27,100344,mondera02,Adalberto Mondesi,2044531,Adalberto Mondesi,SS,32821,Adalberto Mondesi,SS,13769,Adalberto Mondesi,2B/SS,mondera02,9581,Adalberto Mondesi,SS,mondr003,Raul Mondesi,2016-07-26,9581,Raúl Mondesi,18218,Adalberto Mondesi,SS,12800,Adalberto Mondesi,2B
643256,Adam Cimber,P,CLE,Cleveland Indians,R,R,1990-08-15,103333,cimbead01,Adam Cimber,2228215,Adam Cimber,RP,35780,Adam Cimber,RP,15288,Adam Cimber,P,cimbead01,10979,Adam Cimber,P,cimba001,Adam Cimber,2018-03-29,10979,Adam Cimber,19397,Adam Cimber,RP,13096,Adam Cimber,P
543045,Adam Conley,P,MIA,Miami Marlins,L,L,1990-05-24,70300,conlead01,Adam Conley,2042428,Adam Conley,RP,32669,Adam Conley,RP,14457,Adam Conley,P,conlead01,9993,Adam Conley,P,conla001,Adam Conley,2015-06-10,9993,Adam Conley,18316,Adam Conley,RP,12202,Adam Conley,P
594807,Adam Duvall,LF,ATL,Atlanta Braves,R,R,1988-09-04,67744,duvalad01,Adam Duvall,2042091,Adam Duvall,LF,32664,Adam Duvall,LF,10950,Adam Duvall,OF,duvalad01,9747,Adam Duvall,LF,duvaa001,Adam Duvall,2014-06-26,9747,Adam Duvall,13750,Adam Duvall,OF,12842,Adam Duvall,OF
594809,Adam Eaton,RF,WSH,Washington Nationals,L,L,1988-12-06,67746,eatonad02,Adam Eaton,1808563,Adam Eaton,RF,32068,Adam Eaton,RF,11205,Adam Eaton,OF,eatonad02,9302,Adam Eaton,RF,eatoa002,Adam Eaton,2012-09-04,9302,Adam Eaton,13936,Adam Eaton,OF,12279,Adam Eaton,OF
641553,Adam Engel,CF,CWS,Chicago White Sox,R,R,1991-12-09,102578,engelad01,Adam Engel,2169649,Adam Engel,RF,34064,Adam Engel,CF,15082,Adam Engel,OF,engelad01,10708,Adam Engel,CF,engea001,Adam Engel,2017-05-27,10708,Adam Engel,18636,Adam Engel,OF,13595,Adam Engel,OF
624428,Adam Frazier,2B,PIT,Pittsburgh Pirates,L,R,1991-12-14,,fraziad01,Adam Frazier,2121473,Adam Frazier,2B,33546,Adam Frazier,2B,15223,Adam Frazier,2B/OF,,10322,Adam Frazier,2B,,,2016-06-24,10322,Adam Frazier,,,,,,
656514,Adam Haseley,CF,PHI,Philadelphia Phillies,L,L,1996-04-12,109984,haselad01,Adam Haseley,2835060,Adam Haseley,CF,41082,Adam Haseley,CF,19878,Adam Haseley,OF,,10933,Adam Haseley,CF,,,2019-06-04,,,23802,Adam Haseley,OF,14775,,
430945,Adam Jones,RF,ARI,Arizona Diamondbacks,R,R,1985-08-01,45435,jonesad01,Adam Jones,479388,Adam Jones,RF,28513,Adam Jones,RF,6368,Adam Jones,OF,jonesad01,7812,Adam Jones,CF,jonea003,Adam Jones,2006-07-14,7812,Adam Jones,1017,Adam Jones,OF,8165,Adam Jones,OF
592473,Adam Kolarek,P,LAD,Los Angeles Dodgers,L,L,1989-01-14,67034,kolarad01,Adam Kolarek,2113634,Adam Kolarek,RP,33130,Adam Kolarek,RP,10843,Adam Kolarek,P,kolarad01,10749,Adam Kolarek,P,kolaa001,Adam Kolarek,2017-06-29,10749,Adam Kolarek,14296,Adam Kolarek,RP,13276,Adam Kolarek,P
571893,Adam Liberatore,P,LAD,Los Angeles Dodgers,L,L,1987-05-12,66565,liberad01,Adam Liberatore,2036145,Adam Liberatore,RP,32622,Adam Liberatore,RP,10637,Adam Liberatore,P,liberad01,9936,Adam Liberatore,P,libea001,Adam Liberatore,2015-04-17,9936,Adam Liberatore,13604,Adam Liberatore,RP,13764,Adam Liberatore,P
452252,Adam Lind,1B,NYY,New York Yankees,L,L,1983-07-17,48037,lindad01,Adam Lind,547682,Adam Lind,1B,28579,Adam Lind,1B,8027,Adam Lind,1B/DH,lindad01,7859,Adam Lind,1B,linda001,Adam Lind,2006-09-02,7859,Adam Lind,964,Adam Lind,Util,8990,Adam Lind,1B
607030,Adam McCreery,P,LAA,Los Angeles Angels,L,L,1992-12-31,70868,mccread01,Adam McCreery,2900293,Adam McCreery,SP,35974,Adam McCreery,RP,19550,Adam McCreery,P,mccread01,11128,Adam McCreery,P,mccra001,Adam McCreery,2018-08-09,11128,Adam McCreery,29111,Adam McCreery,RP,14216,Adam McCreery,P
446192,Adam Moore,C,TEX,Texas Rangers,R,R,1984-05-08,52441,mooread01,Adam Moore,1225742,Adam Moore,C,29491,Adam Moore,C,9362,Adam Moore,C,mooread01,8597,Adam Moore,C,moora001,Adam Moore,2009-09-17,8597,Adam Moore,1896,Adam Moore,C,9412,Adam Moore,C
605388,Adam Morgan,P,PHI,Philadelphia Phillies,L,L,1990-02-27,70472,morgaad01,Adam Morgan,2039892,Adam Morgan,RP,32636,Adam Morgan,RP,12580,Adam Morgan,P,morgaad01,10005,Adam Morgan,P,morga001,Adam Morgan,2015-06-21,10005,Adam Morgan,18200,Adam Morgan,RP,12243,Adam Morgan,P
493603,Adam Ottavino,P,NYY,New York Yankees,S,R,1985-11-22,51434,ottavad01,Adam Ottavino,1537191,Adam Ottavino,RP,29705,Adam Ottavino,RP,1247,Adam Ottavino,P,ottavad01,8736,Adam Ottavino,P,ottaa001,Adam Ottavino,2010-05-29,8736,Adam Ottavino,2014,Adam Ottavino,RP,9318,Adam Ottavino,P
592644,Adam Plutko,P,CLE,Cleveland Indians,R,R,1991-10-03,68656,plutkad01,Adam Plutko,2169611,Adam Plutko,SP,34955,Adam Plutko,RP,15846,Adam Plutko,P,plutkad01,10123,Adam Plutko,P,pluta001,Adam Plutko,2016-09-24,10123,Adam Plutko,23711,Adam Plutko,SP,11505,Adam Plutko,P
489267,Adam Rosales,2B,MIN,Minnesota Twins,R,R,1983-05-20,49545,rosalad01,Adam Rosales,1102977,Adam Rosales,SS,29206,Adam Rosales,2B,9682,Adam Rosales,2B/3B/SS,rosalad01,8320,Adam Rosales,3B,rosaa001,Adam Rosales,2008-08-09,8320,Adam Rosales,1833,Adam Rosales,2B/3B,10116,Adam Rosales,2B
425794,Adam Wainwright,P,STL,St. Louis Cardinals,R,R,1981-08-30,31361,wainwad01,Adam Wainwright,389743,Adam Wainwright,SP,5403,Adam Wainwright,SP,2233,Adam Wainwright,P,wainwad01,7048,Adam Wainwright,P,waina001,Adam Wainwright,2005-09-11,7048,Adam Wainwright,8739,Adam Wainwright,SP,6921,Adam Wainwright,P
476589,Adam Warren,P,SD,San Diego Padres,R,R,1987-08-25,60759,warread01,Adam Warren,1800946,Adam Warren,RP,31101,Adam Warren,RP,9029,Adam Warren,P,warread01,9224,Adam Warren,P,warra001,Adam Warren,2012-06-29,9224,Adam Warren,4418,Adam Warren,RP,11083,Adam Warren,P
573244,Adam Wilk,P,MIN,Minnesota Twins,L,L,1987-12-09,60566,wilkad01,Adam Wilk,1794305,Adam Wilk,SP,31135,Adam Wilk,SP,8421,Adam Wilk,P,wilkad01,8940,Adam Wilk,P,wilka001,Adam Wilk,2011-05-26,8940,Adam Wilk,4843,Adam Wilk,RP,11385,Adam Wilk,P
640470,Adbert Alzolay,P,CHC,Chicago Cubs,R,R,1995-03-01,102443,alzolad01,Adbert Alzolay,2821213,Adbert Alzolay,SP,39802,Adbert Alzolay,SP,17859,Adbert Alzolay,P,,10858,Adbert Alzolay,P,,,2019-06-20,10858,Adbert Alzolay,18751,Adbert Alzolay,SP/RP,15098,Adbert Alzolay,P
592665,Addison Reed,P,MIN,Minnesota Twins,L,R,1988-12-27,67085,reedad01,Addison Reed,1813264,Addison Reed,RP,31493,Addison Reed,RP,10586,Addison Reed,P,reedad01,9053,Addison Reed,P,reeda001,Addison Reed,2011-09-04,9053,Addison Reed,13922,Addison Reed,RP,11502,Addison Reed,P
676754,Addison Russ,P,PHI,Philadelphia Phillies,R,R,1994-10-29,,,,,,,,,,,,,,,,,,,2222-02-02,,,,,,,,
608365,Addison Russell,2B,CHC,Chicago Cubs,R,R,1994-01-23,70633,russead02,Addison Russell,2000032,Addison Russell,2B,32656,Addison Russell,2B,14106,Addison Russell,SS,russead02,9604,Addison Russell,SS,russa002,Addison Russell,2015-04-21,9604,Addison Russell,18166,Addison Russell,2B/SS,12470,Addison Russell,SS
588751,Adeiny Hechavarria,2B,ATL,Atlanta Braves,R,R,1989-04-15,66810,hechaad01,Adeiny Hechavarria,1744722,Adeiny Hechavarria,2B,31049,Adeiny Hechavarria,2B,10459,Adeiny Hechavarria,SS,hechaad01,9259,Adeiny Hechavarria,2B,hecha001,Adeiny Hechavarria,2012-08-04,9259,Adeiny Hechavarria,12673,Adeiny Hechavarria,2B/SS/3B,11352,Adeiny Hechavarria,SS
668939,Adley Rutschman,C,BAL,Baltimore Orioles,S,R,1998-02-06,,,,,,,,,,,,,,,,,,,2222-02-02,,,,,,,,
666969,Adolis Garcia,RF,TEX,Texas Rangers,R,R,1993-03-02,109860,garciad02,Adolis García,2728643,Adolis Garcia,LF,35537,Adolis Garcia,RF,19287,Adolis Garcia,OF,garciad02,11127,Adolis Garcia,RF,garca005,Adolis Garcia,2018-08-08,11127,Adolis Garcia,23745,Adolis Garc�a,OF,,,
611177,Adonis Garcia,3B,ATL,Atlanta Braves,R,R,1985-04-12,100357,garciad01,Adonis Garcia,2040763,Adonis Garcia,3B,33080,Adonis Garcia,3B,13777,Adonis Garcia,3B,garciad01,9966,Adonis Garcia,3B,garca004,Adonis Garcia,2015-05-19,9966,Adonis Garcia,18551,Adonis Garcia,3B,12426,Adonis Garcia,3B
658431,Adonis Medina,P,PHI,Philadelphia Phillies,R,R,1996-12-18,,,,,,,,,,,,,,,,,,,2222-02-02,,,,,,,,
650738,Adonis Rosa,P,NYY,New York Yankees,R,R,1994-11-17,104375,rosaad01,Adonis Rosa,,,,38101,,,17942,Adonis Rosa,P,,11637,Adonis Rosa,P,,,2019-08-13,,,20844,Adonis Rosa,SP/RP,16433,,
605288,Adrian Houser,P,MIL,Milwaukee Brewers,R,R,1993-02-02,69545,housead01,Adrian Houser,1947840,Adrian Houser,SP,32157,Adrian Houser,SP,12718,Adrian Houser,P,housead01,10098,Adrian Houser,P,housa001,Adrian Houser,2015-09-26,10098,Adrian Houser,28712,Adrian Houser,SP/RP,12199,Adrian Houser,P
670970,Adrian Morejon,P,SD,San Diego Padres,L,L,1999-02-27,109125,morejad01,Adrián Morejón,2803408,Adrian Morejon,RP,40917,Adrian Morejon,SP,20039,Adrian Morejon,P,,10574,Adrian Morejon,P,,,2019-07-21,,,23672,Adrian Morejon,SP/RP,14068,,
543589,Adrian Nieto,C,CWS,Chicago White Sox,S,R,1989-11-12,58494,nietoad01,Adrian Nieto,2052553,Adrian Nieto,C,33007,Adrian Nieto,C,10294,Adrian Nieto,C,nietoad01,9647,Adrian Nieto,C,nieta001,Adrian Nieto,2014-04-02,9647,Adrian Nieto,5833,Adrian Nieto,C,10643,Adrian Nieto,C
592716,Adrian Sampson,P,TEX,Texas Rangers,R,R,1991-10-07,70885,sampsad01,Adrian Sampson,2166172,Adrian Sampson,RP,33677,Adrian Sampson,SP,13339,Adrian Sampson,P,sampsad01,10317,Adrian Sampson,P,sampa001,Adrian Sampson,2016-06-18,10317,Adrian Sampson,18475,Adrian Sampson,SP/RP,13571,Adrian Sampson,P
506703,Adrian Sanchez,SS,WSH,Washington Nationals,R,R,1990-08-16,56736,sanchad01,Adrian Sanchez,1959728,Adrian Sanchez,3B,32345,Adrian Sanchez,SS,11338,Adrian Sanchez,2B/3B,sanchad01,10754,Adrian Sanchez,3B,sanca007,Adrian Sanchez,2017-06-30,10754,Adrian Sanchez,9259,Adrian Sanchez,2B/3B,15054,Adrian Sanchez,3B
518545,Adron Chambers,OF,HOU,Houston Astros,L,L,1986-10-08,55708,chambad01,Adron Chambers,1741047,Adron Chambers,CF,30811,Adron Chambers,LF,7995,Adron Chambers,OF,chambad01,9070,Adron Chambers,OF,chama002,Adron Chambers,2011-09-06,9070,Adron Chambers,7711,Adron Chambers,Util,12038,Adron Chambers,OF
572041,AJ Pollock,CF,LAD,Los Angeles Dodgers,R,R,1987-12-05,60932,polloaj01,AJ Pollock,1740992,A.J. Pollock,LF,30699,A.J. Pollock,LF,9256,A.J. Pollock,OF,polloaj01,9157,A.J. Pollock,CF,polla001,A.J. Pollock,2012-04-18,9157,A.J. Pollock,12258,A.J. Pollock,OF,10968,A.J. Pollock,OF
573109,AJ Ramos,P,LAD,Los Angeles Dodgers,R,R,1986-09-20,60504,ramosaj01,AJ Ramos,1945284,AJ Ramos,RP,32104,AJ Ramos,RP,8350,AJ Ramos,P,ramosaj01,9298,AJ Ramos,P,ramoa001,A.J. Ramos,2012-09-04,9298,AJ Ramos,6127,AJ Ramos,RP,12371,AJ Ramos,P
607223,AJ Reed,1B,CWS,Chicago White Sox,L,L,1993-05-10,70972,reedaj01,AJ Reed,2165914,AJ Reed,DH,33674,AJ Reed,1B,16246,A.J. Reed,1B,reedaj01,10184,AJ Reed,1B,reeda002,A.J. Reed,2016-06-25,10184,AJ Reed,18384,AJ Reed,1B,13393,A.J. Reed,1B
592570,Akeel Morris,P,LAA,Los Angeles Angels,R,R,1992-11-14,67057,morriak01,Akeel Morris,2159739,Akeel Morris,RP,33649,Akeel Morris,RP,12185,Akeel Morris,P,morriak01,9997,Akeel Morris,P,morra001,Akeel Morris,2015-06-17,9997,Akeel Morris,14547,Akeel Morris,RP,13168,Akeel Morris,P
456379,Al Alburquerque,P,CWS,Chicago White Sox,R,R,1986-06-10,52489,albural01,Al Alburquerque,1725468,Al Alburquerque,RP,30494,Al Alburquerque,RP,6324,Al Alburquerque,P,albural01,8843,Al Alburquerque,P,albua001,Al Alburquerque,2011-04-15,8843,Al Alburquerque,2839,Al Alburquerque,RP,11308,Al Alburquerque,P
641427,Alan Busenitz,P,MIN,Minnesota Twins,R,R,1990-08-22,102544,busenal01,Alan Busenitz,2228457,Alan Busenitz,RP,35843,Alan Busenitz,RP,15239,Alan Busenitz,P,busenal01,10735,Alan Busenitz,P,busea001,Alan Busenitz,2017-06-17,10735,Alan Busenitz,19661,Alan Busenitz,RP,14501,Alan Busenitz,P
676701,Alan Trejo,SS,COL,Colorado Rockies,R,R,1996-05-30,,,,,,,,,,,,,,,,,,,2222-02-02,,,,,,,,
656061,Albert Abreu,P,NYY,New York Yankees,R,R,1995-09-26,,abreual01,Albert Abreu,,,,,,,,,,,10546,Albert Abreu,P,,,2222-02-02,,,,,,,,
546991,Albert Almora Jr.,CF,CHC,Chicago Cubs,R,R,1994-04-16,70339,almoral01,Albert Almora,2000031,Albert Almora,CF,32686,Albert Almora Jr.,CF,14109,Albert Almora Jr.,OF,almoral01,9553,Albert Almora Jr.,CF,almoa002,Albert Almora,2016-06-07,9553,Albert Almora Jr.,18186,Albert Almora Jr.,OF,12497,Albert Almora,OF
